code,course,semester,campus,days,type,instructor
BU.142.601 (31),Leadership and Organizational Behavior,Spring 2022,Online,Sa 11:00AM - 5:00PM,Open,M. Barton
BU.142.601 (32),Leadership and Organizational Behavior,Spring 2022,Online,Sa 11:00AM - 5:00PM,Waitlist Only,M. Barton
BU.142.620 (31),Leadership in Organizations,Spring 2022,Online,Sa 9:30AM - 1:00PM; ThF 9:30AM - 5:30PM,Open,R. Milter
BU.142.620 (32),Leadership in Organizations,Spring 2022,Online,Sa 9:30AM - 1:00PM; ThF 9:30AM - 5:30PM,Open,R. Milter
BU.142.620 (33),Leadership in Organizations,Spring 2022,Online,Sa 9:30AM - 1:00PM; ThF 9:30AM - 5:30PM,Open,R. Milter
BU.142.620 (34),Leadership in Organizations,Spring 2022,Online,Sa 9:30AM - 1:00PM; ThF 9:30AM - 5:30PM,Waitlist Only,R. Milter
BU.142.620 (52),Leadership in Organizations,Spring 2022,Washington DC Center,W 6:00PM - 9:00PM,Reserved Open,T. Crain
BU.300.620 (52),Managing Complex Projects,Spring 2022,Washington DC Center,Th 6:00PM - 9:00PM,Open,K. Parran
BU.300.620 (51),Managing Complex Projects,Spring 2022,Washington DC Center,T 6:00PM - 9:00PM,Open,L. Hines
BU.300.620 (32),Managing Complex Projects,Spring 2022,Online,,Open,R. Djavanshir
BU.300.620 (33),Managing Complex Projects,Spring 2022,Online,,Open,R. Djavanshir
BU.230.730 (31),Managing Financial Risk,Spring 2022,Online,,Waitlist Only,N. Fusari
BU.230.730 (81),Managing Financial Risk,Spring 2022,Downtown Baltimore,W 8:30AM - 11:30AM,Reserved Open,N. Fusari
BU.230.730 (82),Managing Financial Risk,Spring 2022,Downtown Baltimore,W 1:30PM - 4:30PM,Reserved Open,N. Fusari
BU.230.730 (83),Managing Financial Risk,Spring 2022,Downtown Baltimore,Th 1:30PM - 4:30PM,Reserved Open,N. Fusari
BU.230.730 (51),Managing Financial Risk,Spring 2022,Washington DC Center,M 1:30PM - 4:30PM,Waitlist Only,Y. Su
BU.230.730 (52),Managing Financial Risk,Spring 2022,Washington DC Center,M 6:00PM - 9:00PM,Waitlist Only,Y. Su
BU.230.730 (53),Managing Financial Risk,Spring 2022,Washington DC Center,T 1:30PM - 4:30PM,Waitlist Only,Y. Su
BU.230.730 (54),Managing Financial Risk,Spring 2022,Washington DC Center,T 6:00PM - 9:00PM,Waitlist Only,Y. Su
BU.410.620 (31),Marketing Management,Spring 2022,Online,,Open,F. Katz
BU.410.620 (83),Marketing Management,Spring 2022,Downtown Baltimore,M 6:00PM - 9:00PM,Open,F. Katz
BU.410.620 (36),Marketing Management,Spring 2022,Online,,Open,J. Le Bon
BU.410.620 (37),Marketing Management,Spring 2022,Online,,Open,J. Le Bon
BU.410.620 (32),Marketing Management,Spring 2022,Online,,Open,N. Li
BU.410.620 (33),Marketing Management,Spring 2022,Online,,Open,N. Li
BU.410.620 (34),Marketing Management,Spring 2022,Online,,Open,N. Li
BU.410.620 (35),Marketing Management,Spring 2022,Online,,Open,N. Li
BU.410.601 (82),Marketing Research,Spring 2022,Downtown Baltimore,T 6:00PM - 9:00PM,Open,R. Mislavsky
BU.410.601 (K1),Marketing Research,Spring 2022,Downtown Baltimore,M 8:30AM - 11:30AM,Open,R. Mislavsky
BU.410.601 (K2),Marketing Research,Spring 2022,Downtown Baltimore,M 1:30PM - 4:30PM,Open,R. Mislavsky
BU.410.601 (K3),Marketing Research,Spring 2022,Downtown Baltimore,T 1:30PM - 4:30PM,Open,R. Mislavsky
BU.410.601 (31),Marketing Research,Spring 2022,Online,,Open,T. Chen
BU.410.601 (32),Marketing Research,Spring 2022,Online,,Open,T. Chen
BU.883.703 (31),Medical Devices and Diagnostics,Spring 2022,Online,,Waitlist Only,N. Louie
BU.883.703 (31),Medical Devices and Diagnostics,Spring 2022,Online,,Waitlist Only,Y. Lee
BU.231.740 (32),Mergers and Acquisitions,Spring 2022,Online,,Open,E. Harding
BU.231.740 (33),Mergers and Acquisitions,Spring 2022,Online,,Open,E. Harding
BU.231.740 (81),Mergers and Acquisitions,Spring 2022,Downtown Baltimore,M 6:00PM - 9:00PM,Open,E. Harding
BU.231.740 (51),Mergers and Acquisitions,Spring 2022,Washington DC Center,W 8:30AM - 11:30AM,Open,J. Hooke
BU.121.610 (80),Negotiation,Spring 2022,Downtown Baltimore and Online,FSaS 8:00AM - 4:00PM; M 7:00PM - 9:00PM,Waitlist Only,B. Gunia
BU.121.610 (37),Negotiation,Spring 2022,Online,ThF 9:30AM - 5:30PM,Waitlist Only,B. Schoener
BU.121.610 (38),Negotiation,Spring 2022,Online,ThF 9:30AM - 5:30PM,Open,B. Schoener
BU.121.610 (84),Negotiation,Spring 2022,Downtown Baltimore,M 6:00PM - 9:00PM,Open,B. Schoener
BU.121.610 (33),Negotiation,Spring 2022,Online,ThF 9:30AM - 5:30PM,Open,J. Ganzermiller
BU.121.610 (35),Negotiation,Spring 2022,Online,ThF 9:30AM - 5:30PM,Waitlist Only,J. Ganzermiller
BU.121.610 (36),Negotiation,Spring 2022,Online,ThF 9:30AM - 5:30PM,Waitlist Only,J. Ganzermiller
BU.121.610 (31),Negotiation,Spring 2022,Online,ThF 9:30AM - 5:30PM,Open,R. Milter
BU.121.610 (32),Negotiation,Spring 2022,Online,ThF 9:30AM - 5:30PM,Open,R. Milter
BU.883.708 (32),Negotiation in Health Care Settings,Spring 2022,Online,,Open,S. Lee
BU.883.708 (81),Negotiation in Health Care Settings,Spring 2022,Downtown Baltimore,Th 6:00PM - 9:00PM,Open,S. Lee
BU.460.730 (51),New Product Development,Spring 2022,Washington DC Center,W 6:00PM - 9:00PM,Open,J. Richman
BU.232.630 (81),Non-Linear Econometrics for Finance,Spring 2022,Downtown Baltimore,F 8:30AM - 11:30AM,Open,A. Mele
BU.232.630 (82),Non-Linear Econometrics for Finance,Spring 2022,Downtown Baltimore,Th 1:30PM - 4:30PM,Waitlist Only,A. Mele
BU.232.630 (83),Non-Linear Econometrics for Finance,Spring 2022,Downtown Baltimore,Th 6:00PM - 9:00PM,Waitlist Only,A. Mele
BU.232.630 (84),Non-Linear Econometrics for Finance,Spring 2022,Downtown Baltimore,W 8:30AM - 11:30AM,Open,A. Mele
BU.232.630 (85),Non-Linear Econometrics for Finance,Spring 2022,Downtown Baltimore,W 1:30PM - 4:30PM,Waitlist Only,A. Mele
BU.232.630 (86),Non-Linear Econometrics for Finance,Spring 2022,Downtown Baltimore,F 1:30PM - 4:30PM,Open,A. Mele
BU.232.630 (51),Non-Linear Econometrics for Finance,Spring 2022,Washington DC Center,W 1:30PM - 4:30PM,Open,F. Bandi
BU.232.630 (52),Non-Linear Econometrics for Finance,Spring 2022,Washington DC Center,M 1:30PM - 4:30PM,Open,F. Bandi
BU.232.630 (53),Non-Linear Econometrics for Finance,Spring 2022,Washington DC Center,M 6:00PM - 9:00PM,Open,F. Bandi
BU.232.630 (54),Non-Linear Econometrics for Finance,Spring 2022,Washington DC Center,T 8:30AM - 11:30AM,Open,F. Bandi
BU.232.630 (55),Non-Linear Econometrics for Finance,Spring 2022,Washington DC Center,T 1:30PM - 4:30PM,Waitlist Only,F. Bandi
BU.232.630 (56),Non-Linear Econometrics for Finance,Spring 2022,Washington DC Center,W 6:00PM - 9:00PM,Open,F. Bandi
BU.680.620 (X1),Operations Management,Spring 2022,Washington DC Center,Th 8:30AM - 11:30AM,Waitlist Only,B. Robeson
BU.680.620 (X2),Operations Management,Spring 2022,Washington DC Center,Th 1:30PM - 4:30PM,Waitlist Only,B. Robeson
BU.680.620 (X3),Operations Management,Spring 2022,Washington DC Center,F 8:30AM - 11:30AM,Waitlist Only,C. Luo
BU.680.620 (52),Operations Management,Spring 2022,Washington DC Center,M 6:00PM - 9:00PM,Open,G. Warren
BU.680.620 (34),Operations Management,Spring 2022,Online,,Open,A. Moak
BU.680.620 (35),Operations Management,Spring 2022,Online,,Waitlist Only,A. Moak
BU.680.620 (X4),Operations Management,Spring 2022,Washington DC Center,F 1:30PM - 4:30PM,Open,A. Moak
BU.680.620 (31),Operations Management,Spring 2022,Online,,Open,C. Chambers
BU.680.620 (32),Operations Management,Spring 2022,Online,,Open,C. Chambers
BU.680.620 (33),Operations Management,Spring 2022,Online,,Open,C. Chambers
BU.680.620 (X1),Operations Management,Spring 2022,Washington DC Center,Th 8:30AM - 11:30AM,Waitlist Only,C. Luo
BU.680.620 (X2),Operations Management,Spring 2022,Washington DC Center,Th 1:30PM - 4:30PM,Waitlist Only,C. Luo
BU.680.620 (52),Operations Management,Spring 2022,Washington DC Center,M 6:00PM - 9:00PM,Open,C. Luo
BU.680.620 (82),Operations Management,Spring 2022,Downtown Baltimore,Th 6:00PM - 9:00PM,Open,D. Prieto Santa
BU.680.620 (X3),Operations Management,Spring 2022,Washington DC Center,F 8:30AM - 11:30AM,Waitlist Only,J. Cady-reh
BU.667.314 (U1),Operations Management,Spring 2022,Homewood Campus,TTh 4:30PM - 5:45PM,Open,N. Nikandish
BU.920.606 (M1),Operations Management,Spring 2022,Downtown Baltimore,M 8:30AM - 11:30AM,Open,N. Nikandish
BU.920.606 (M2),Operations Management,Spring 2022,Downtown Baltimore,M 1:30PM - 4:30PM,Open,N. Nikandish
BU.667.315 (U1),Organizational Management,Spring 2022,Homewood Campus,TTh 10:30AM - 11:45AM,Open,D. Smith
BU.883.704 (32),Pharmaceutical Strategy,Spring 2022,Online,,Waitlist Only,S. Munshaw
BU.883.704 (33),Pharmaceutical Strategy,Spring 2022,Online,,Waitlist Only,S. Munshaw
BU.883.704 (34),Pharmaceutical Strategy,Spring 2022,Online,,Waitlist Only,S. Munshaw
BU.883.704 (81),Pharmaceutical Strategy,Spring 2022,Downtown Baltimore,T 6:00PM - 9:00PM,Open,S. Munshaw
BU.151.770 (31),Power and Politics,Spring 2022,Online,,Open,A. Pianesi
BU.151.770 (32),Power and Politics,Spring 2022,Online,,Open,A. Pianesi
BU.151.770 (81),Power and Politics,Spring 2022,Downtown Baltimore,T 6:00PM - 9:00PM,Waitlist Only,L. Trachtman
BU.430.720 (K3),Pricing Analysis,Spring 2022,Downtown Baltimore,W 1:30PM - 4:30PM,Reserved Open,
BU.430.720 (81),Pricing Analysis,Spring 2022,Downtown Baltimore,M 6:00PM - 9:00PM,Reserved Open,J. Ni
BU.430.720 (K1),Pricing Analysis,Spring 2022,Downtown Baltimore,M 1:30PM - 4:30PM,Reserved Open,J. Ni
BU.430.720 (K2),Pricing Analysis,Spring 2022,Downtown Baltimore,M 8:30AM - 11:30AM,Reserved Open,J. Ni
BU.667.313 (U1),Principles of Finances,Spring 2022,Homewood Campus,TTh 9:00AM - 10:15AM,Open,N. Fusari
BU.241.740 (R1),Project Finance and Public-Private Infrastructure Delivery,Spring 2022,Washington DC Center,T 6:00PM - 9:00PM,Open,J. Hooke
BU.510.615 (53),Python for Data Analysis,Spring 2022,Washington DC Center,M 8:30AM - 11:30AM,Open,M. Alamdar Yazdi
BU.510.615 (54),Python for Data Analysis,Spring 2022,Washington DC Center,M 1:30PM - 4:30PM,Open,M. Alamdar Yazdi
BU.510.615 (51),Python for Data Analysis,Spring 2022,Washington DC Center,W 8:30AM - 11:30AM,Open,N. Nikandish
BU.510.615 (52),Python for Data Analysis,Spring 2022,Washington DC Center,W 1:30PM - 4:30PM,Open,N. Nikandish
BU.001.450 (30),Quantitative Basics,Spring 2022,Online,,Open,S. Urban
BU.242.715 (51),Real Estate and Infrastructure Valuation,Spring 2022,Washington DC Center,Th 6:00PM - 9:00PM,Open,r. Parli
BU.242.720 (R1),Real Estate Capital Market Analysis,Spring 2022,Washington DC Center,Th 1:30PM - 4:30PM,Open,K. Wang
BU.242.710 (51),Real Estate Funds and Portfolio Management,Spring 2022,Washington DC Center,W 6:00PM - 9:00PM,Open,J. Fisher
BU.242.701 (51),Real Estate Investment Trusts: Analysis and Structuring,Spring 2022,Washington DC Center,T 6:00PM - 9:00PM,Open,D. Fick
BU.450.740 (51),Retail Analytics,Spring 2022,Washington DC Center,W 8:30AM - 11:30AM,Open,M. Nishida
BU.450.740 (52),Retail Analytics,Spring 2022,Washington DC Center,W 1:30PM - 4:30PM,Open,M. Nishida
BU.450.740 (81),Retail Analytics,Spring 2022,Downtown Baltimore,M 1:30PM - 4:30PM,Waitlist Only,M. Nishida
BU.450.740 (82),Retail Analytics,Spring 2022,Downtown Baltimore,M 6:00PM - 9:00PM,Open,M. Nishida
BU.610.615 (X1),Simulation for Business Applications,Spring 2022,Washington DC Center,F 8:30AM - 11:30AM,Reserved Open,N. Nikandish
BU.610.615 (X2),Simulation for Business Applications,Spring 2022,Washington DC Center,F 1:30PM - 4:30PM,Reserved Open,N. Nikandish
BU.610.615 (X3),Simulation for Business Applications,Spring 2022,Washington DC Center,M 8:30AM - 11:30AM,Reserved Open,N. Nikandish
BU.610.615 (X4),Simulation for Business Applications,Spring 2022,Washington DC Center,M 1:30PM - 4:30PM,Reserved Open,N. Nikandish
BU.610.615 (X5),Simulation for Business Applications,Spring 2022,Washington DC Center,W 8:30AM - 11:30AM,Waitlist Only,N. Nikandish
BU.610.615 (X6),Simulation for Business Applications,Spring 2022,Washington DC Center,W 1:30PM - 4:30PM,Reserved Open,N. Nikandish
BU.450.765 (81),Social Media Analytics,Spring 2022,Downtown Baltimore,W 6:00PM - 9:00PM,Reserved Open,P. Duverger
BU.450.765 (31),Social Media Analytics,Spring 2022,Online,,Open,T. Chen
BU.450.765 (K1),Social Media Analytics,Spring 2022,Downtown Baltimore,W 1:30PM - 4:30PM,Reserved Open,T. Chen
BU.450.765 (K2),Social Media Analytics,Spring 2022,Downtown Baltimore,W 8:30AM - 11:30AM,Reserved Open,T. Chen
BU.450.765 (K3),Social Media Analytics,Spring 2022,Downtown Baltimore,T 8:30AM - 11:30AM,Reserved Open,T. Chen
BU.450.765 (K4),Social Media Analytics,Spring 2022,Downtown Baltimore,T 1:30PM - 4:30PM,Reserved Open,T. Chen
BU.510.601 (33),Statistical Analysis,Spring 2022,Online,,Open,B. Robeson
BU.510.601 (31),Statistical Analysis,Spring 2022,Online,,Open,C. Cheng
BU.510.601 (34),Statistical Analysis,Spring 2022,Online,,Open,C. Cheng
BU.510.601 (35),Statistical Analysis,Spring 2022,Online,,Waitlist Only,C. Cheng
BU.510.001 (01),Statistical Analysis Waiver Exam,Spring 2022,Online,,Open,B. Robeson
BU.241.760 (51),Strategic Commercial Leasing,Spring 2022,Washington DC Center,W 6:00PM - 9:00PM,Open,s. Fall
BU.150.620 (30),Strategic Management,Spring 2022,Online,,Open,D. Smith
BU.150.620 (33),Strategic Management,Spring 2022,Online,,Open,D. Smith
BU.150.620 (34),Strategic Management,Spring 2022,Online,,Waitlist Only,D. Smith
BU.150.620 (35),Strategic Management,Spring 2022,Online,,Waitlist Only,D. Smith
BU.150.620 (36),Strategic Management,Spring 2022,Online,,Waitlist Only,D. Smith
BU.150.620 (37),Strategic Management,Spring 2022,Online,,Reserved Open,D. Smith
BU.150.620 (31),Strategic Management,Spring 2022,Online,,Open,R. Smith
BU.150.620 (32),Strategic Management,Spring 2022,Online,,Open,R. Smith
BU.450.750 (K1),Strategic Market Intelligence,Spring 2022,Downtown Baltimore,Th 8:30AM - 11:30AM,Reserved Open,C. DePasquale
BU.450.750 (K3),Strategic Market Intelligence,Spring 2022,Downtown Baltimore,F 1:30PM - 4:30PM,Reserved Open,C. DePasquale
BU.450.750 (31),Strategic Market Intelligence,Spring 2022,Online,,Waitlist Only,S. Singh
BU.450.750 (32),Strategic Market Intelligence,Spring 2022,Online,,Open,S. Singh
BU.450.750 (81),Strategic Market Intelligence,Spring 2022,Downtown Baltimore,Th 1:30PM - 4:30PM,Reserved Open,S. Singh
BU.152.735 (31),Strategy Consulting Practicum: COVID-19 Business Re-Entry Team,Spring 2022,Online,T 6:00PM - 9:00PM,Open,R. Milter
BU.610.760 (51),Supply Chain Analytics,Spring 2022,Washington DC Center,T 1:30PM - 4:30PM,Waitlist Only,G. Aydin
BU.610.760 (52),Supply Chain Analytics,Spring 2022,Washington DC Center,T 6:00PM - 9:00PM,Open,G. Aydin
BU.610.760 (81),Supply Chain Analytics,Spring 2022,Downtown Baltimore,W 6:00PM - 9:00PM,Open,G. Aydin
BU.220.610 (83),The Firm and the Macroeconomy,Spring 2022,Downtown Baltimore,M 6:00PM - 9:00PM,Reserved Open,A. Bechtold
BU.220.610 (31),The Firm and the Macroeconomy,Spring 2022,Online,,Waitlist Only,A. Rebucci
BU.220.610 (32),The Firm and the Macroeconomy,Spring 2022,Online,,Waitlist Only,A. Rebucci
BU.883.707 (31),The Wire: Business Solutions for Community Health Improvement,Spring 2022,Online,,Open,T. Gordon
BU.883.707 (32),The Wire: Business Solutions for Community Health Improvement,Spring 2022,Online,,Waitlist Only,T. Gordon
BU.883.707 (81),The Wire: Business Solutions for Community Health Improvement,Spring 2022,Downtown Baltimore,Th 6:00PM - 9:00PM,Open,T. Gordon
BU.232.730 (32),Wealth Management,Spring 2022,Online,,Waitlist Only,A. Ajakh
BU.232.730 (33),Wealth Management,Spring 2022,Online,,Waitlist Only,A. Ajakh
BU.001.450 (30),Quantitative Basics,Summer 2021,Online,,Open,S. Urban
BU.131.601 (1F),Business Leadership and Human Values,Summer 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Reserved Open,R. Milter
BU.131.601 (1W),Business Leadership and Human Values,Summer 2021,Washington DC Center,Th 8:30AM - 11:30AM,Open,J. Myllyluoma
BU.131.601 (2F),Business Leadership and Human Values,Summer 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Reserved Open,L. Schiavone
BU.131.601 (31),Business Leadership and Human Values,Summer 2021,Online,,Open,J. Myllyluoma
BU.131.601 (3F),Business Leadership and Human Values,Summer 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Waitlist Only,R. Milter
BU.131.601 (4F),Business Leadership and Human Values,Summer 2021,Downtown Baltimore,F 8:30AM - 11:30AM,Open,L. Schiavone
BU.131.601 (4W),Business Leadership and Human Values,Summer 2021,Washington DC Center,Th 8:30AM - 11:30AM,Open,R. Milter
BU.131.601 (81),Business Leadership and Human Values,Summer 2021,Downtown Baltimore,Th 6:00PM - 9:00PM,Waitlist Only,C. Dreisbach
BU.131.601 (F1),Business Leadership and Human Values,Summer 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Open,J. Ganzermiller
BU.131.601 (F2),Business Leadership and Human Values,Summer 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Waitlist Only,J. Myllyluoma
BU.131.601 (F3),Business Leadership and Human Values,Summer 2021,Downtown Baltimore,F 8:30AM - 11:30AM,Waitlist Only,C. Dreisbach
BU.131.601 (F4),Business Leadership and Human Values,Summer 2021,Downtown Baltimore,F 8:30AM - 11:30AM,Waitlist Only,J. Habash
BU.131.601 (R1),Business Leadership and Human Values,Summer 2021,Washington DC Center,F 8:30AM - 11:30AM,Open,B. Robeson
BU.131.601 (W1),Business Leadership and Human Values,Summer 2021,Washington DC Center,Th 8:30AM - 11:30AM,Open,L. Schiavone
BU.131.601 (W2),Business Leadership and Human Values,Summer 2021,Washington DC Center,Th 8:30AM - 11:30AM,Open,J. Ganzermiller
BU.131.601 (W4),Business Leadership and Human Values,Summer 2021,Washington DC Center,Th 8:30AM - 11:30AM,Open,C. Dreisbach
BU.131.601 (X3),Business Leadership and Human Values,Summer 2021,Washington DC Center,T 8:30AM - 11:30AM,Waitlist Only,J. Ganzermiller
BU.151.720 (31),Corporate Strategy,Summer 2021,Online,,Waitlist Only,P. Gurny
BU.151.720 (32),Corporate Strategy,Summer 2021,Online,,Open,P. Gurny
BU.151.720 (33),Corporate Strategy,Summer 2021,Online,,Open,P. Gurny
BU.151.720 (34),Corporate Strategy,Summer 2021,Online,,Open,L. Trachtman
BU.151.770 (31),Power and Politics,Summer 2021,Online,,Open,A. Pianesi
BU.152.725 (51),Real Estate Entrepreneurship,Summer 2021,Washington DC Center,T 6:00PM - 9:00PM,Waitlist Only,A. Manley
BU.152.735 (81),Strategy Consulting Practicum,Summer 2021,Downtown Baltimore and Off site (Not JHU),M 6:00PM - 9:00PM,Open,Dept. Faculty; R. Milter
BU.152.745 (31),City Lab Practicum: Social Impact Project,Summer 2021,Online,,Open,L. Thompson
BU.210.001 (01),Accounting and Financial Reporting Waiver Exam,Summer 2021,Online,,Open,X. Sun
BU.210.620 (31),Accounting and Financial Reporting,Summer 2021,Online,,Reserved Open,X. Sun
BU.210.620 (32),Accounting and Financial Reporting,Summer 2021,Online,,Reserved Open,X. Sun
BU.210.620 (K4),Accounting and Financial Reporting,Summer 2021,Downtown Baltimore,F 8:30AM - 11:30AM,Open,J. Rippy
BU.210.650 (32),Advanced Financial Accounting,Summer 2021,Online,,Open,J. Rippy
BU.210.650 (33),Advanced Financial Accounting,Summer 2021,Online,,Open,J. Rippy
BU.220.610 (31),The Firm and the Macroeconomy,Summer 2021,Online,,Open,A. Rebucci
BU.220.610 (32),The Firm and the Macroeconomy,Summer 2021,Online,,Open,A. Rebucci
BU.220.620 (31),Economics for Decision Making,Summer 2021,Online,,Open,A. Brandon
BU.220.620 (32),Economics for Decision Making,Summer 2021,Online,,Open,A. Brandon
BU.220.620 (33),Economics for Decision Making,Summer 2021,Online,,Open,C. DePasquale
BU.220.620 (34),Economics for Decision Making,Summer 2021,Online,,Open,C. DePasquale
BU.220.620 (35),Economics for Decision Making,Summer 2021,Online,,Open,C. DePasquale
BU.220.620 (51),Economics for Decision Making,Summer 2021,Washington DC Center,Th 6:00PM - 9:00PM,Open,A. Bechtold
BU.220.620 (81),Economics for Decision Making,Summer 2021,Downtown Baltimore,W 6:00PM - 9:00PM,Open,A. Willenborg
BU.230.750 (31),Financial Crises and Contagion,Summer 2021,Online,,Open,K. Day
BU.231.790 (31),Advanced Corporate Finance,Summer 2021,Online,,Open,K. Dutta
BU.231.790 (32),Advanced Corporate Finance,Summer 2021,Online,,Open,K. Dutta
BU.231.790 (F4),Advanced Corporate Finance,Summer 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Open,K. Yook
BU.231.790 (W4),Advanced Corporate Finance,Summer 2021,Washington DC Center,T 8:30AM - 11:30AM,Open,K. Yook
BU.232.701 (1F),Investments,Summer 2021,Downtown Baltimore,F 8:30AM - 11:30AM,Open,A. Balana
BU.232.701 (31),Investments,Summer 2021,Online,,Open,Y. Bar-Or
BU.232.701 (32),Investments,Summer 2021,Online,,Open,Y. Bar-Or
BU.232.701 (33),Investments,Summer 2021,Online,,Open,Y. Bar-Or
BU.232.701 (34),Investments,Summer 2021,Online,,Open,Y. Bar-Or
BU.232.701 (51),Investments,Summer 2021,Washington DC Center,W 6:00PM - 9:00PM,Open,K. Yook
BU.232.701 (81),Investments,Summer 2021,Downtown Baltimore,T 6:00PM - 9:00PM,Open,E. Caso
BU.232.701 (F1),Investments,Summer 2021,Downtown Baltimore,Th 8:30AM - 11:30AM,Waitlist Only,A. Willenborg
BU.232.701 (W1),Investments,Summer 2021,Washington DC Center,T 8:30AM - 11:30AM,Open,M. Padhi
BU.232.710 (F2),Derivatives,Summer 2021,Downtown Baltimore,F 8:30AM - 11:30AM,Open,W. Li
BU.232.710 (F3),Derivatives,Summer 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Open,W. Li
BU.232.710 (W2),Derivatives,Summer 2021,Washington DC Center,T 8:30AM - 11:30AM,Open,A. Balana
BU.232.710 (W3),Derivatives,Summer 2021,Washington DC Center,Th 8:30AM - 11:30AM,Open,A. Balana
BU.232.725 (31),Emerging Markets,Summer 2021,Online,,Open,P. Marber
BU.232.725 (32),Emerging Markets,Summer 2021,Online,,Open,P. Marber
BU.232.730 (F4),Wealth Management,Summer 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Waitlist Only,J. Seward
BU.232.730 (W4),Wealth Management,Summer 2021,Washington DC Center,T 8:30AM - 11:30AM,Open,J. Seward
BU.232.750 (F4),Advanced Portfolio Management,Summer 2021,Downtown Baltimore,Th 8:30AM - 11:30AM,Open,k. Amira
BU.232.750 (W4),Advanced Portfolio Management,Summer 2021,Washington DC Center,F 8:30AM - 11:30AM,Open,k. Amira
BU.232.790 (F4),Advanced Hedge Fund Strategies,Summer 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Open,T. Leitch
BU.232.790 (W4),Advanced Hedge Fund Strategies,Summer 2021,Washington DC Center,W 8:30AM - 11:30AM,Open,T. Leitch
BU.233.730 (31),Entrepreneurial Finance,Summer 2021,Online,,Open,J. Arrieta
BU.233.730 (32),Entrepreneurial Finance,Summer 2021,Online,,Open,J. Arrieta
BU.241.750 (51),Advanced Valuation and Investment Analysis,Summer 2021,Washington DC Center,Th 6:00PM - 9:00PM,Open,s. Fall
BU.242.710 (81),Real Estate Funds and Portfolio Management,Summer 2021,Downtown Baltimore,Sa 1:30PM - 4:30PM,Open,J. Fisher
BU.245.790 (R1),Real Estate and Infrastructure Capstone,Summer 2021,Washington DC Center,W 6:00PM - 9:00PM,Open,L. Thompson
BU.300.620 (34),Managing Complex Projects,Summer 2021,Online,,Open,K. Parran
BU.300.620 (35),Managing Complex Projects,Summer 2021,Online,,Open,D. Harper
BU.300.620 (36),Managing Complex Projects,Summer 2021,Online,,Open,D. Harper
BU.330.730 (51),Cybersecurity,Summer 2021,Washington DC Center,F 8:30AM - 11:30AM,Open,H. Santiago
BU.330.730 (52),Cybersecurity,Summer 2021,Washington DC Center,Th 8:30AM - 11:30AM,Open,H. Santiago
BU.330.750 (T1),AI: Principles and Business Applications,Summer 2021,Washington DC Center,Th 8:30AM - 11:30AM,Open,J. Abed
BU.330.750 (T2),AI: Principles and Business Applications,Summer 2021,Washington DC Center,F 8:30AM - 11:30AM,Open,J. Abed
BU.430.740 (31),Sales Force Management,Summer 2021,Online,,Open,J. Le Bon
BU.430.740 (32),Sales Force Management,Summer 2021,Online,,Open,J. Le Bon
BU.430.740 (81),Sales Force Management,Summer 2021,Downtown Baltimore,W 6:00PM - 9:00PM,Canceled,J. Le Bon
BU.430.740 (K1),Sales Force Management,Summer 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Open,J. Le Bon
BU.450.760 (31),Customer Analytics,Summer 2021,Online,,Open,M. Hermosilla
BU.460.700 (K1),Integrated Digital Marketing,Summer 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Open,C. Harris
BU.460.700 (K4),Integrated Digital Marketing,Summer 2021,Downtown Baltimore,Th 8:30AM - 11:30AM,Open,C. Harris
BU.460.730 (K1),New Product Development,Summer 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Open,T. Chen
BU.460.730 (K4),New Product Development,Summer 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Open,T. Chen
BU.510.001 (01),Statistical Analysis Waiver Exam,Summer 2021,Online,,Open,B. Robeson
BU.510.601 (31),Statistical Analysis,Summer 2021,Online,,Open,B. Robeson
BU.510.601 (32),Statistical Analysis,Summer 2021,Online,,Open,B. Robeson
BU.510.601 (33),Statistical Analysis,Summer 2021,Online,,Open,B. Robeson
BU.510.601 (34),Statistical Analysis,Summer 2021,Online,,Open,B. Robeson
BU.510.601 (35),Statistical Analysis,Summer 2021,Online,,Open,S. Urban
BU.510.601 (81),Statistical Analysis,Summer 2021,Downtown Baltimore,T 6:00PM - 9:00PM,Open,S. Urban
BU.520.601 (31),Business Analytics,Summer 2021,Online,,Open,R. Djavanshir
BU.520.601 (32),Business Analytics,Summer 2021,Online,,Open,R. Djavanshir
BU.520.601 (33),Business Analytics,Summer 2021,Online,,Open,R. Djavanshir
BU.520.601 (34),Business Analytics,Summer 2021,Online,,Open,R. Djavanshir
BU.520.601 (K1),Business Analytics,Summer 2021,Downtown Baltimore,Th 8:30AM - 11:30AM,Waitlist Only,A. Bisi
